Time,Temp,DTA,m
1110.2,212.24,-0.45,4.28
1110.3,212.29,-0.46,4.28
1110.4,212.31,-0.46,4.28
1110.5,212.31,-0.46,4.28
1110.6,212.33,-0.46,4.28
1110.7,212.36,-0.46,4.28
1110.8,212.37,-0.46,4.28
1110.9,212.38,-0.46,4.28
1111,212.39,-0.46,4.28
1111.1,212.39,-0.46,4.28
1111.2,212.38,-0.46,4.28
1111.3,212.36,-0.46,4.28
1111.4,212.35,-0.46,4.28
1111.5,212.34,-0.46,4.28
1111.6,212.38,-0.46,4.28
1111.7,212.44,-0.46,4.28
1111.8,212.49,-0.46,4.28
1111.9,212.54,-0.46,4.28
1112,212.57,-0.46,4.28
1112.1,212.59,-0.46,4.28
1112.2,212.63,-0.46,4.28
1112.3,212.65,-0.46,4.28
1112.4,212.66,-0.46,4.28
1112.5,212.66,-0.47,4.28
1112.6,212.64,-0.47,4.28
1112.7,212.64,-0.47,4.28
1112.8,212.68,-0.47,4.28
1112.9,212.75,-0.47,4.28
1113,212.77,-0.47,4.28
1113.1,212.77,-0.47,4.28
1113.2,212.75,-0.47,4.28
1113.3,212.7,-0.47,4.28
1113.4,212.66,-0.47,4.28
1113.5,212.67,-0.47,4.28
1113.6,212.68,-0.47,4.28
1113.7,212.7,-0.47,4.28
1113.8,212.72,-0.47,4.27
1113.9,212.73,-0.47,4.28
1114,212.69,-0.47,4.28
1114.1,212.66,-0.47,4.27
1114.2,212.68,-0.47,4.27
1114.3,212.71,-0.47,4.28
1114.4,212.77,-0.47,4.28
1114.5,212.84,-0.47,4.28
1114.6,212.9,-0.47,4.28
1114.7,212.93,-0.47,4.28
1114.8,212.93,-0.48,4.28
1114.9,212.98,-0.48,4.28
1115,213.03,-0.48,4.27
1115.1,213.05,-0.48,4.27
1115.2,213.05,-0.48,4.27
1115.3,213.05,-0.48,4.27
1115.4,213.06,-0.48,4.27
1115.5,213.09,-0.48,4.27
1115.6,213.15,-0.48,4.28
1115.7,213.2,-0.48,4.28
1115.8,213.26,-0.48,4.28
1115.9,213.31,-0.48,4.28
1116,213.36,-0.48,4.28
1116.1,213.37,-0.48,4.28
1116.2,213.35,-0.48,4.28
1116.3,213.33,-0.48,4.28
1116.4,213.33,-0.48,4.28
1116.5,213.37,-0.48,4.28
1116.6,213.37,-0.48,4.28
1116.7,213.31,-0.48,4.27
1116.8,213.26,-0.48,4.27
1116.9,213.26,-0.49,4.27
1117,213.31,-0.49,4.27
1117.1,213.37,-0.49,4.27
1117.2,213.42,-0.49,4.27
1117.3,213.43,-0.49,4.27
1117.4,213.41,-0.49,4.27
1117.5,213.39,-0.49,4.27
1117.6,213.41,-0.49,4.27
1117.7,213.44,-0.49,4.27
1117.8,213.41,-0.49,4.27
1117.9,213.3,-0.49,4.27
1118,213.24,-0.49,4.27
1118.1,213.32,-0.49,4.27
1118.2,213.54,-0.49,4.27
1118.3,213.76,-0.49,4.27
1118.4,213.77,-0.49,4.27
1118.5,213.66,-0.49,4.27
1118.6,213.65,-0.49,4.27
1118.7,213.69,-0.49,4.27
1118.8,213.69,-0.5,4.27
1118.9,213.69,-0.5,4.27
1119,213.71,-0.5,4.27
1119.1,213.74,-0.5,4.27
1119.2,213.76,-0.5,4.27
1119.3,213.74,-0.5,4.27
1119.4,213.68,-0.5,4.27
1119.5,213.63,-0.5,4.27
1119.6,213.63,-0.5,4.27
1119.7,213.68,-0.5,4.27
1119.8,213.73,-0.5,4.27
1119.9,213.76,-0.5,4.27
1120,213.79,-0.5,4.27
1120.1,213.82,-0.5,4.27
1120.2,213.87,-0.5,4.27
1120.3,213.91,-0.5,4.27
1120.4,213.94,-0.5,4.27
1120.5,213.99,-0.5,4.27
1120.6,214.03,-0.5,4.27
1120.7,214.04,-0.5,4.27
1120.8,214.04,-0.51,4.27
1120.9,214.11,-0.51,4.27
1121,214.2,-0.51,4.27
1121.1,214.24,-0.51,4.27
1121.2,214.28,-0.51,4.27
1121.3,214.27,-0.51,4.27
1121.4,214.25,-0.51,4.27
1121.5,214.26,-0.51,4.27
1121.6,214.27,-0.51,4.27
1121.7,214.25,-0.51,4.27
1121.8,214.21,-0.51,4.27
1121.9,214.22,-0.51,4.27
1122,214.21,-0.51,4.27
1122.1,214.16,-0.51,4.27
1122.2,214.11,-0.52,4.27
1122.3,214.09,-0.52,4.27
1122.4,214.08,-0.52,4.27
1122.5,214.05,-0.52,4.27
1122.6,214.07,-0.52,4.27
1122.7,214.11,-0.52,4.27
1122.8,214.12,-0.52,4.27
1122.9,214.15,-0.52,4.27
1123,214.2,-0.52,4.27
1123.1,214.25,-0.52,4.27
1123.2,214.3,-0.52,4.27
1123.3,214.34,-0.52,4.27
1123.4,214.36,-0.52,4.27
1123.5,214.38,-0.52,4.27
1123.6,214.43,-0.52,4.27
1123.7,214.51,-0.53,4.27
1123.8,214.55,-0.53,4.27
1123.9,214.56,-0.53,4.27
1124,214.6,-0.53,4.27
1124.1,214.62,-0.53,4.27
1124.2,214.62,-0.53,4.27
1124.3,214.61,-0.53,4.27
1124.4,214.61,-0.53,4.27
1124.5,214.62,-0.53,4.27
1124.6,214.61,-0.53,4.27
1124.7,214.58,-0.53,4.27
1124.8,214.53,-0.53,4.27
1124.9,214.51,-0.53,4.27
1125,214.54,-0.53,4.27
1125.1,214.63,-0.53,4.27
1125.2,214.7,-0.53,4.27
1125.3,214.74,-0.54,4.27
1125.4,214.76,-0.54,4.27
1125.5,214.8,-0.54,4.27
1125.6,214.84,-0.54,4.27
1125.7,214.87,-0.54,4.27
1125.8,214.92,-0.54,4.27
1125.9,214.96,-0.54,4.27
1126,214.95,-0.54,4.27
1126.1,214.93,-0.54,4.27
1126.2,214.93,-0.54,4.27
1126.3,214.99,-0.54,4.27
1126.4,215.05,-0.54,4.27
1126.5,215.06,-0.54,4.27
1126.6,215.05,-0.54,4.27
1126.7,215.07,-0.54,4.27
1126.8,215.1,-0.54,4.27
1126.9,215.1,-0.55,4.27
1127,215.06,-0.55,4.27
1127.1,215.01,-0.55,4.27
1127.2,214.96,-0.55,4.27
1127.3,214.95,-0.55,4.27
1127.4,214.97,-0.55,4.27
1127.5,214.95,-0.55,4.27
1127.6,214.88,-0.55,4.27
1127.7,214.86,-0.55,4.27
1127.8,214.93,-0.55,4.27
1127.9,215.04,-0.55,4.27
1128,215.13,-0.55,4.27
1128.1,215.14,-0.55,4.27
1128.2,215.14,-0.55,4.27
1128.3,215.17,-0.55,4.27
1128.4,215.22,-0.55,4.27
1128.5,215.24,-0.55,4.27
1128.6,215.26,-0.56,4.27
1128.7,215.29,-0.56,4.27
1128.8,215.31,-0.56,4.27
1128.9,215.34,-0.56,4.27
1129,215.39,-0.56,4.27
1129.1,215.43,-0.56,4.27
1129.2,215.43,-0.56,4.27
1129.3,215.45,-0.56,4.27
1129.4,215.5,-0.56,4.27
1129.5,215.56,-0.56,4.27
1129.6,215.61,-0.56,4.27
1129.7,215.63,-0.56,4.27
1129.8,215.65,-0.56,4.27
1129.9,215.67,-0.56,4.27
1130,215.67,-0.56,4.27
1130.1,215.66,-0.56,4.27
1130.2,215.64,-0.56,4.27
1130.3,215.57,-0.56,4.27
1130.4,215.53,-0.56,4.27
1130.5,215.57,-0.56,4.27
1130.6,215.63,-0.57,4.27
1130.7,215.68,-0.57,4.27
1130.8,215.69,-0.57,4.27
1130.9,215.68,-0.57,4.27
1131,215.7,-0.57,4.27
1131.1,215.73,-0.57,4.27
1131.2,215.76,-0.57,4.27
1131.3,215.8,-0.57,4.27
1131.4,215.79,-0.57,4.27
1131.5,215.77,-0.57,4.27
1131.6,215.77,-0.57,4.27
1131.7,215.76,-0.57,4.27
1131.8,215.76,-0.57,4.27
1131.9,215.77,-0.57,4.27
1132,215.82,-0.57,4.27
1132.1,215.89,-0.57,4.27
1132.2,215.94,-0.58,4.27
1132.3,215.94,-0.58,4.27
1132.4,215.94,-0.58,4.27
1132.5,215.96,-0.58,4.27
1132.6,215.98,-0.58,4.27
1132.7,215.97,-0.58,4.27
1132.8,215.93,-0.58,4.27
1132.9,215.87,-0.58,4.27
1133,215.84,-0.58,4.27
1133.1,215.98,-0.58,4.27
1133.2,216.19,-0.58,4.27
1133.3,216.23,-0.58,4.27
1133.4,216.18,-0.58,4.27
1133.5,216.14,-0.58,4.27
1133.6,216.14,-0.58,4.27
1133.7,216.16,-0.58,4.27
1133.8,216.16,-0.58,4.27
1133.9,216.18,-0.58,4.27
1134,216.22,-0.58,4.27
1134.1,216.27,-0.59,4.27
1134.2,216.3,-0.59,4.27
1134.3,216.36,-0.59,4.27
1134.4,216.43,-0.59,4.27
1134.5,216.48,-0.59,4.27
1134.6,216.5,-0.59,4.27
1134.7,216.51,-0.59,4.27
1134.8,216.53,-0.59,4.27
1134.9,216.55,-0.59,4.27
1135,216.59,-0.59,4.27
1135.1,216.6,-0.59,4.27
1135.2,216.58,-0.59,4.27
1135.3,216.55,-0.59,4.27
1135.4,216.54,-0.59,4.27
1135.5,216.55,-0.59,4.27
1135.6,216.51,-0.59,4.27
1135.7,216.44,-0.59,4.27
1135.8,216.42,-0.59,4.27
1135.9,216.44,-0.6,4.27
1136,216.48,-0.6,4.27
1136.1,216.55,-0.6,4.27
1136.2,216.55,-0.6,4.27
1136.3,216.5,-0.6,4.27
1136.4,216.44,-0.6,4.27
1136.5,216.43,-0.6,4.27
1136.6,216.48,-0.6,4.27
1136.7,216.54,-0.6,4.27
1136.8,216.57,-0.6,4.27
1136.9,216.6,-0.6,4.27
1137,216.66,-0.6,4.27
1137.1,216.73,-0.6,4.27
1137.2,216.8,-0.6,4.27
1137.3,216.82,-0.6,4.27
1137.4,216.84,-0.6,4.27
1137.5,216.86,-0.6,4.27
1137.6,216.88,-0.6,4.27
1137.7,216.9,-0.6,4.27
1137.8,216.91,-0.6,4.27
1137.9,216.91,-0.61,4.27
1138,216.91,-0.61,4.27
1138.1,216.94,-0.61,4.27
1138.2,216.95,-0.61,4.27
1138.3,216.9,-0.61,4.27
1138.4,216.84,-0.61,4.27
1138.5,216.81,-0.61,4.27
1138.6,216.84,-0.61,4.27
1138.7,216.93,-0.61,4.27
1138.8,217.04,-0.61,4.27
1138.9,217.13,-0.61,4.27
1139,217.16,-0.61,4.27
1139.1,217.13,-0.61,4.27
1139.2,217.12,-0.61,4.27
1139.3,217.14,-0.61,4.27
1139.4,217.17,-0.61,4.27
1139.5,217.21,-0.61,4.27
1139.6,217.23,-0.61,4.27
1139.7,217.23,-0.61,4.27
1139.8,217.25,-0.61,4.27
1139.9,217.31,-0.62,4.27
1140,217.36,-0.62,4.27
1140.1,217.39,-0.62,4.27
1140.2,217.42,-0.62,4.27
1140.3,217.43,-0.62,4.27
1140.4,217.44,-0.62,4.27
1140.5,217.45,-0.62,4.27
1140.6,217.42,-0.62,4.27
1140.7,217.38,-0.62,4.27
1140.8,217.37,-0.62,4.27
1140.9,217.33,-0.62,4.27
1141,217.24,-0.62,4.27
1141.1,217.15,-0.62,4.27
1141.2,217.15,-0.62,4.27
1141.3,217.21,-0.62,4.27
1141.4,217.27,-0.62,4.27
1141.5,217.33,-0.62,4.27
1141.6,217.39,-0.62,4.27
1141.7,217.46,-0.62,4.27
1141.8,217.5,-0.62,4.27
1141.9,217.51,-0.63,4.27
1142,217.53,-0.63,4.27
1142.1,217.55,-0.63,4.27
1142.2,217.58,-0.63,4.27
1142.3,217.61,-0.63,4.27
1142.4,217.62,-0.63,4.27
1142.5,217.67,-0.63,4.27
1142.6,217.73,-0.63,4.27
1142.7,217.76,-0.63,4.27
1142.8,217.77,-0.63,4.27
1142.9,217.79,-0.63,4.27
1143,217.83,-0.63,4.27
1143.1,217.87,-0.63,4.27
1143.2,217.87,-0.63,4.27
1143.3,217.88,-0.63,4.27
1143.4,217.92,-0.63,4.27
1143.5,217.95,-0.63,4.27
1143.6,217.96,-0.63,4.27
1143.7,217.94,-0.63,4.27
1143.8,217.87,-0.63,4.27
1143.9,217.82,-0.64,4.27
1144,217.86,-0.64,4.27
1144.1,217.92,-0.64,4.27
1144.2,217.97,-0.64,4.27
1144.3,218.02,-0.64,4.27
1144.4,218.06,-0.64,4.27
1144.5,218.08,-0.64,4.27
1144.6,218.09,-0.64,4.27
1144.7,218.1,-0.64,4.27
1144.8,218.12,-0.64,4.27
1144.9,218.14,-0.64,4.27
1145,218.15,-0.64,4.27
1145.1,218.16,-0.64,4.27
1145.2,218.17,-0.64,4.27
1145.3,218.18,-0.64,4.27
1145.4,218.19,-0.64,4.27
1145.5,218.14,-0.64,4.27
1145.6,218.11,-0.65,4.27
1145.7,218.16,-0.65,4.27
1145.8,218.2,-0.65,4.27
1145.9,218.22,-0.65,4.27
1146,218.24,-0.65,4.27
1146.1,218.26,-0.65,4.27
1146.2,218.28,-0.65,4.27
1146.3,218.29,-0.65,4.27
1146.4,218.27,-0.65,4.27
1146.5,218.21,-0.65,4.27
1146.6,218.18,-0.65,4.27
1146.7,218.2,-0.65,4.27
1146.8,218.26,-0.65,4.27
1146.9,218.34,-0.65,4.27
1147,218.39,-0.65,4.27
1147.1,218.41,-0.65,4.27
1147.2,218.43,-0.65,4.27
1147.3,218.44,-0.66,4.27
1147.4,218.46,-0.66,4.27
1147.5,218.5,-0.66,4.27
1147.6,218.48,-0.66,4.27
1147.7,218.45,-0.66,4.27
1147.8,218.45,-0.66,4.27
1147.9,218.52,-0.66,4.27
1148,218.74,-0.66,4.27
1148.1,219,-0.66,4.27
1148.2,219.06,-0.66,4.27
1148.3,218.95,-0.66,4.27
1148.4,218.89,-0.66,4.27
1148.5,218.86,-0.66,4.27
1148.6,218.84,-0.66,4.27
1148.7,218.85,-0.66,4.27
1148.8,218.86,-0.66,4.27
1148.9,218.87,-0.66,4.27
1149,218.89,-0.67,4.27
1149.1,218.87,-0.67,4.27
1149.2,218.79,-0.67,4.27
1149.3,218.73,-0.67,4.27
1149.4,218.74,-0.67,4.27
1149.5,218.81,-0.67,4.27
1149.6,218.87,-0.67,4.27
1149.7,218.88,-0.67,4.27
1149.8,218.9,-0.67,4.27
1149.9,218.91,-0.67,4.27
1150,218.9,-0.67,4.27
1150.1,218.87,-0.67,4.27
1150.2,218.86,-0.67,4.27
1150.3,218.85,-0.67,4.27
1150.4,218.86,-0.67,4.27
1150.5,218.89,-0.68,4.27
1150.6,218.94,-0.68,4.27
1150.7,219.04,-0.68,4.27
1150.8,219.1,-0.68,4.27
1150.9,219.12,-0.68,4.27
1151,219.15,-0.68,4.27
1151.1,219.19,-0.68,4.27
1151.2,219.21,-0.68,4.27
1151.3,219.22,-0.68,4.27
1151.4,219.23,-0.68,4.27
1151.5,219.22,-0.68,4.27
1151.6,219.24,-0.68,4.27
1151.7,219.24,-0.68,4.27
1151.8,219.22,-0.68,4.27
1151.9,219.16,-0.68,4.27
1152,219.13,-0.69,4.27
1152.1,219.16,-0.69,4.27
1152.2,219.19,-0.69,4.27
1152.3,219.23,-0.69,4.27
1152.4,219.28,-0.69,4.27
1152.5,219.32,-0.69,4.27
1152.6,219.38,-0.69,4.27
1152.7,219.45,-0.69,4.27
1152.8,219.49,-0.69,4.27
1152.9,219.53,-0.69,4.27
1153,219.54,-0.69,4.27
1153.1,219.54,-0.69,4.27
1153.2,219.55,-0.69,4.27
1153.3,219.6,-0.69,4.27
1153.4,219.64,-0.7,4.27
1153.5,219.68,-0.7,4.27
1153.6,219.71,-0.7,4.27
1153.7,219.74,-0.7,4.27
1153.8,219.78,-0.7,4.27
1153.9,219.77,-0.7,4.27
1154,219.75,-0.7,4.27
1154.1,219.75,-0.7,4.27
1154.2,219.73,-0.7,4.27
1154.3,219.72,-0.7,4.27
1154.4,219.71,-0.7,4.27
1154.5,219.68,-0.7,4.27
1154.6,219.58,-0.7,4.27
1154.7,219.47,-0.7,4.27
1154.8,219.44,-0.71,4.27
1154.9,219.48,-0.71,4.27
1155,219.56,-0.71,4.27
1155.1,219.64,-0.71,4.27
1155.2,219.7,-0.71,4.27
1155.3,219.73,-0.71,4.27
1155.4,219.76,-0.71,4.27
1155.5,219.83,-0.71,4.27
1155.6,219.88,-0.71,4.27
1155.7,219.91,-0.71,4.27
1155.8,219.9,-0.71,4.27
1155.9,219.9,-0.71,4.27
1156,219.94,-0.71,4.27
1156.1,220.02,-0.72,4.27
1156.2,220.06,-0.72,4.27
1156.3,220.05,-0.72,4.27
1156.4,220.09,-0.72,4.27
1156.5,220.13,-0.72,4.27
1156.6,220.16,-0.72,4.27
1156.7,220.15,-0.72,4.27
1156.8,220.14,-0.72,4.27
1156.9,220.15,-0.72,4.27
1157,220.18,-0.72,4.27
1157.1,220.23,-0.72,4.27
1157.2,220.24,-0.72,4.27
1157.3,220.18,-0.72,4.27
1157.4,220.14,-0.73,4.27
1157.5,220.15,-0.73,4.27
1157.6,220.19,-0.73,4.27
1157.7,220.25,-0.73,4.27
1157.8,220.3,-0.73,4.27
1157.9,220.35,-0.73,4.27
1158,220.39,-0.73,4.27
1158.1,220.39,-0.73,4.27
1158.2,220.42,-0.73,4.27
1158.3,220.44,-0.73,4.27
1158.4,220.44,-0.73,4.27
1158.5,220.44,-0.73,4.27
1158.6,220.45,-0.73,4.27
1158.7,220.48,-0.73,4.27
1158.8,220.51,-0.73,4.27
1158.9,220.55,-0.74,4.27
1159,220.57,-0.74,4.27
1159.1,220.57,-0.74,4.27
1159.2,220.55,-0.74,4.27
1159.3,220.52,-0.74,4.27
1159.4,220.49,-0.74,4.27
1159.5,220.48,-0.74,4.27
1159.6,220.49,-0.74,4.27
1159.7,220.51,-0.74,4.27
1159.8,220.57,-0.74,4.27
1159.9,220.6,-0.74,4.27
1160,220.56,-0.74,4.27
1160.1,220.5,-0.74,4.27
1160.2,220.49,-0.74,4.27
1160.3,220.51,-0.74,4.27
1160.4,220.57,-0.75,4.27
1160.5,220.63,-0.75,4.27
1160.6,220.69,-0.75,4.27
1160.7,220.73,-0.75,4.27
1160.8,220.77,-0.75,4.27
1160.9,220.8,-0.75,4.27
1161,220.83,-0.75,4.27
1161.1,220.86,-0.75,4.27
1161.2,220.85,-0.75,4.27
1161.3,220.86,-0.75,4.27
1161.4,220.88,-0.75,4.27
1161.5,220.94,-0.75,4.27
1161.6,220.99,-0.75,4.27
1161.7,221.02,-0.75,4.27
1161.8,221.09,-0.75,4.27
1161.9,221.17,-0.76,4.27
1162,221.18,-0.76,4.27
1162.1,221.16,-0.76,4.27
1162.2,221.15,-0.76,4.27
1162.3,221.15,-0.76,4.27
1162.4,221.18,-0.76,4.27
1162.5,221.17,-0.76,4.27
1162.6,221.09,-0.76,4.27
1162.7,221.03,-0.76,4.27
1162.8,220.99,-0.76,4.27
1162.9,221.08,-0.76,4.27
1163,221.31,-0.76,4.27
1163.1,221.44,-0.76,4.27
1163.2,221.36,-0.76,4.27
1163.3,221.27,-0.76,4.27
1163.4,221.24,-0.77,4.27
1163.5,221.24,-0.77,4.27
1163.6,221.27,-0.77,4.27
1163.7,221.29,-0.77,4.27
1163.8,221.28,-0.77,4.27
1163.9,221.23,-0.77,4.27
1164,221.2,-0.77,4.27
1164.1,221.23,-0.77,4.27
1164.2,221.29,-0.77,4.27
1164.3,221.34,-0.77,4.27
1164.4,221.38,-0.77,4.26
1164.5,221.42,-0.77,4.26
1164.6,221.47,-0.77,4.26
1164.7,221.51,-0.77,4.26
1164.8,221.54,-0.77,4.26
1164.9,221.54,-0.77,4.26
1165,221.53,-0.77,4.26
1165.1,221.54,-0.78,4.26
1165.2,221.55,-0.78,4.26
1165.3,221.54,-0.78,4.26
1165.4,221.5,-0.78,4.26
1165.5,221.46,-0.78,4.26
1165.6,221.45,-0.78,4.26
1165.7,221.5,-0.78,4.26
1165.8,221.58,-0.78,4.26
1165.9,221.62,-0.78,4.26
1166,221.62,-0.78,4.26
1166.1,221.63,-0.78,4.26
1166.2,221.67,-0.78,4.26
1166.3,221.71,-0.78,4.26
1166.4,221.76,-0.78,4.26
1166.5,221.8,-0.78,4.26
1166.6,221.83,-0.79,4.26
1166.7,221.85,-0.79,4.26
1166.8,221.89,-0.79,4.26
1166.9,221.94,-0.79,4.26
1167,221.99,-0.79,4.26
1167.1,222.01,-0.79,4.26
1167.2,222.04,-0.79,4.26
1167.3,222.07,-0.79,4.26
1167.4,222.08,-0.79,4.26
1167.5,222.08,-0.79,4.26
1167.6,222.06,-0.79,4.26
1167.7,222.04,-0.79,4.26
1167.8,222.02,-0.79,4.26
1167.9,222.02,-0.8,4.26
1168,222.02,-0.8,4.26
1168.1,221.98,-0.8,4.26
1168.2,221.9,-0.8,4.26
1168.3,221.89,-0.8,4.26
1168.4,221.9,-0.8,4.26
1168.5,221.9,-0.8,4.26
1168.6,221.91,-0.8,4.26
1168.7,221.93,-0.8,4.26
1168.8,221.99,-0.8,4.26
1168.9,222.04,-0.8,4.26
1169,222.06,-0.8,4.26
1169.1,222.09,-0.8,4.26
1169.2,222.13,-0.8,4.26
1169.3,222.15,-0.8,4.26
1169.4,222.18,-0.81,4.26
1169.5,222.2,-0.81,4.26
1169.6,222.23,-0.81,4.26
1169.7,222.28,-0.81,4.26
1169.8,222.32,-0.81,4.26
1169.9,222.36,-0.81,4.26
1170,222.4,-0.81,4.26
1170.1,222.43,-0.81,4.26
1170.2,222.44,-0.81,4.26
1170.3,222.43,-0.81,4.26
1170.4,222.42,-0.81,4.26
1170.5,222.47,-0.81,4.26
1170.6,222.49,-0.81,4.26
1170.7,222.46,-0.81,4.26
1170.8,222.4,-0.82,4.26
1170.9,222.38,-0.82,4.26
1171,222.41,-0.82,4.26
1171.1,222.49,-0.82,4.26
1171.2,222.56,-0.82,4.26
1171.3,222.6,-0.82,4.26
1171.4,222.61,-0.82,4.26
1171.5,222.63,-0.82,4.26
1171.6,222.68,-0.82,4.26
1171.7,222.72,-0.82,4.26
1171.8,222.75,-0.82,4.26
1171.9,222.75,-0.82,4.26
1172,222.75,-0.82,4.26
1172.1,222.76,-0.83,4.26
1172.2,222.77,-0.83,4.26
1172.3,222.81,-0.83,4.26
1172.4,222.84,-0.83,4.26
1172.5,222.84,-0.83,4.26
1172.6,222.84,-0.83,4.26
1172.7,222.89,-0.83,4.26
1172.8,222.92,-0.83,4.26
1172.9,222.9,-0.83,4.26
1173,222.86,-0.83,4.26
1173.1,222.8,-0.83,4.26
1173.2,222.78,-0.83,4.26
1173.3,222.75,-0.83,4.26
1173.4,222.74,-0.84,4.26
1173.5,222.72,-0.84,4.26
1173.6,222.68,-0.84,4.26
1173.7,222.72,-0.84,4.26
1173.8,222.8,-0.84,4.26
1173.9,222.85,-0.84,4.26
1174,222.91,-0.84,4.26
1174.1,222.95,-0.84,4.26
1174.2,222.95,-0.84,4.26
1174.3,222.98,-0.84,4.26
1174.4,223.02,-0.84,4.26
1174.5,223.06,-0.85,4.26
1174.6,223.1,-0.85,4.26
1174.7,223.13,-0.85,4.26
1174.8,223.15,-0.85,4.26
1174.9,223.18,-0.85,4.26
1175,223.23,-0.85,4.26
1175.1,223.26,-0.85,4.26
1175.2,223.25,-0.85,4.26
1175.3,223.27,-0.85,4.26
1175.4,223.32,-0.85,4.26
1175.5,223.35,-0.85,4.26
1175.6,223.39,-0.86,4.26
1175.7,223.45,-0.86,4.26
1175.8,223.46,-0.86,4.26
1175.9,223.44,-0.86,4.26
1176,223.42,-0.86,4.26
1176.1,223.41,-0.86,4.26
1176.2,223.37,-0.86,4.26
1176.3,223.34,-0.86,4.26
1176.4,223.35,-0.86,4.26
1176.5,223.4,-0.86,4.26
1176.6,223.45,-0.86,4.26
1176.7,223.5,-0.87,4.26
1176.8,223.53,-0.87,4.26
1176.9,223.56,-0.87,4.26
1177,223.55,-0.87,4.26
1177.1,223.52,-0.87,4.26
1177.2,223.52,-0.87,4.26
1177.3,223.56,-0.87,4.26
1177.4,223.57,-0.87,4.26
1177.5,223.54,-0.87,4.26
1177.6,223.5,-0.87,4.26
1177.7,223.48,-0.87,4.26
1177.8,223.55,-0.88,4.26
1177.9,223.73,-0.88,4.26
1178,223.89,-0.88,4.26
1178.1,223.85,-0.88,4.26
1178.2,223.75,-0.88,4.26
1178.3,223.74,-0.88,4.26
1178.4,223.76,-0.88,4.26
1178.5,223.76,-0.88,4.26
1178.6,223.78,-0.88,4.26
1178.7,223.81,-0.88,4.26
1178.8,223.83,-0.88,4.26
1178.9,223.8,-0.89,4.26
1179,223.74,-0.89,4.26
1179.1,223.7,-0.89,4.26
1179.2,223.75,-0.89,4.26
1179.3,223.81,-0.89,4.26
1179.4,223.87,-0.89,4.26
1179.5,223.9,-0.89,4.26
1179.6,223.91,-0.89,4.26
1179.7,223.91,-0.89,4.26
1179.8,223.94,-0.89,4.26
1179.9,224,-0.89,4.26
1180,224.05,-0.89,4.26
1180.1,224.05,-0.9,4.26
1180.2,224.08,-0.9,4.26
1180.3,224.12,-0.9,4.26
1180.4,224.19,-0.9,4.26
1180.5,224.26,-0.9,4.26
1180.6,224.27,-0.9,4.26
1180.7,224.27,-0.9,4.26
1180.8,224.32,-0.9,4.26
1180.9,224.37,-0.9,4.26
1181,224.38,-0.9,4.26
1181.1,224.34,-0.9,4.26
1181.2,224.33,-0.9,4.26
1181.3,224.33,-0.91,4.26
1181.4,224.34,-0.91,4.26
1181.5,224.33,-0.91,4.26
1181.6,224.28,-0.91,4.26
1181.7,224.22,-0.91,4.26
1181.8,224.21,-0.91,4.26
1181.9,224.23,-0.91,4.26
1182,224.27,-0.91,4.26
1182.1,224.31,-0.91,4.26
1182.2,224.31,-0.91,4.26
1182.3,224.27,-0.91,4.26
1182.4,224.25,-0.92,4.26
1182.5,224.26,-0.92,4.26
1182.6,224.28,-0.92,4.26
1182.7,224.3,-0.92,4.26
1182.8,224.34,-0.92,4.26
1182.9,224.4,-0.92,4.26
1183,224.45,-0.92,4.26
1183.1,224.52,-0.92,4.26
1183.2,224.6,-0.92,4.26
1183.3,224.63,-0.92,4.26
1183.4,224.63,-0.92,4.26
1183.5,224.65,-0.92,4.26
1183.6,224.69,-0.93,4.26
1183.7,224.72,-0.93,4.26
1183.8,224.72,-0.93,4.26
1183.9,224.72,-0.93,4.26
1184,224.73,-0.93,4.26
1184.1,224.72,-0.93,4.26
1184.2,224.7,-0.93,4.26
1184.3,224.67,-0.93,4.26
1184.4,224.59,-0.93,4.26
1184.5,224.57,-0.93,4.26
1184.6,224.61,-0.93,4.26
1184.7,224.68,-0.93,4.26
1184.8,224.76,-0.93,4.26
1184.9,224.85,-0.93,4.26
1185,224.89,-0.93,4.26
1185.1,224.89,-0.94,4.26
1185.2,224.91,-0.94,4.26
1185.3,224.96,-0.94,4.26
1185.4,224.99,-0.94,4.26
1185.5,225.01,-0.94,4.26
1185.6,225.03,-0.94,4.26
1185.7,225.06,-0.94,4.26
1185.8,225.11,-0.94,4.26
1185.9,225.16,-0.94,4.26
1186,225.17,-0.94,4.26
1186.1,225.15,-0.94,4.26
1186.2,225.18,-0.94,4.26
1186.3,225.22,-0.94,4.26
1186.4,225.21,-0.94,4.26
1186.5,225.21,-0.94,4.26
1186.6,225.2,-0.95,4.26
1186.7,225.19,-0.95,4.26
1186.8,225.15,-0.95,4.26
1186.9,225.11,-0.95,4.26
1187,225.04,-0.95,4.26
1187.1,224.95,-0.95,4.26
1187.2,224.93,-0.95,4.26
1187.3,224.97,-0.95,4.26
1187.4,225.04,-0.95,4.26
1187.5,225.12,-0.95,4.26
1187.6,225.18,-0.95,4.26
1187.7,225.22,-0.95,4.26
1187.8,225.26,-0.95,4.26
1187.9,225.29,-0.95,4.26
1188,225.32,-0.95,4.26
1188.1,225.33,-0.96,4.26
1188.2,225.32,-0.96,4.26
1188.3,225.34,-0.96,4.26
1188.4,225.39,-0.96,4.26
1188.5,225.47,-0.96,4.26
1188.6,225.53,-0.96,4.26
