Time,Temp,DTA,m
0,24.13,-0.5,4.38
0.1,24.12,-0.5,4.38
0.2,24.04,-0.5,4.38
0.3,23.94,-0.5,4.38
0.4,23.94,-0.5,4.38
0.5,23.98,-0.5,4.38
0.6,24.03,-0.5,4.38
0.7,24.06,-0.5,4.38
0.8,24.07,-0.5,4.38
0.9,24.09,-0.5,4.38
1,24.12,-0.49,4.38
1.1,24.21,-0.5,4.38
1.2,24.27,-0.49,4.38
1.3,24.25,-0.49,4.38
1.4,24.23,-0.49,4.38
1.5,24.22,-0.49,4.38
1.6,24.23,-0.49,4.38
1.7,24.31,-0.49,4.38
1.8,24.37,-0.49,4.38
1.9,24.39,-0.49,4.38
2,24.41,-0.49,4.38
2.1,24.42,-0.49,4.38
2.2,24.41,-0.49,4.38
2.3,24.36,-0.49,4.38
2.4,24.29,-0.49,4.38
2.5,24.24,-0.49,4.38
2.6,24.21,-0.49,4.38
2.7,24.2,-0.49,4.38
2.8,24.13,-0.49,4.38
2.9,23.96,-0.49,4.38
3,23.83,-0.49,4.38
3.1,23.78,-0.49,4.38
3.2,23.76,-0.49,4.38
3.3,23.81,-0.49,4.38
3.4,23.89,-0.49,4.38
3.5,23.91,-0.49,4.38
3.6,23.92,-0.49,4.38
3.7,24,-0.49,4.38
3.8,24.1,-0.49,4.38
3.9,24.18,-0.49,4.38
4,24.22,-0.49,4.38
4.1,24.21,-0.49,4.38
4.2,24.17,-0.49,4.38
4.3,24.18,-0.49,4.38
4.4,24.26,-0.49,4.38
4.5,24.31,-0.49,4.38
4.6,24.3,-0.49,4.38
4.7,24.33,-0.49,4.38
4.8,24.37,-0.49,4.38
4.9,24.37,-0.49,4.38
5,24.33,-0.49,4.38
5.1,24.32,-0.49,4.38
5.2,24.33,-0.49,4.38
5.3,24.35,-0.48,4.38
5.4,24.37,-0.48,4.38
5.5,24.31,-0.48,4.38
5.6,24.23,-0.48,4.38
5.7,24.24,-0.48,4.37
5.8,24.31,-0.48,4.37
5.9,24.36,-0.48,4.37
6,24.42,-0.48,4.37
6.1,24.45,-0.48,4.37
6.2,24.46,-0.48,4.37
6.3,24.49,-0.48,4.37
6.4,24.51,-0.48,4.37
6.5,24.54,-0.48,4.37
6.6,24.54,-0.48,4.37
6.7,24.51,-0.48,4.37
6.8,24.49,-0.48,4.37
6.9,24.49,-0.47,4.37
7,24.55,-0.47,4.37
7.1,24.62,-0.47,4.37
7.2,24.66,-0.47,4.37
7.3,24.7,-0.47,4.37
7.4,24.72,-0.47,4.37
7.5,24.72,-0.47,4.37
7.6,24.61,-0.47,4.37
7.7,24.47,-0.47,4.37
7.8,24.41,-0.47,4.37
7.9,24.4,-0.46,4.37
8,24.41,-0.46,4.37
8.1,24.47,-0.46,4.37
8.2,24.48,-0.46,4.37
8.3,24.4,-0.46,4.37
8.4,24.39,-0.46,4.37
8.5,24.46,-0.46,4.37
8.6,24.52,-0.46,4.37
8.7,24.58,-0.45,4.37
8.8,24.61,-0.45,4.37
8.9,24.63,-0.45,4.37
9,24.65,-0.45,4.37
9.1,24.7,-0.45,4.37
9.2,24.76,-0.45,4.37
9.3,24.79,-0.45,4.37
9.4,24.82,-0.44,4.37
9.5,24.84,-0.44,4.37
9.6,24.83,-0.44,4.37
9.7,24.86,-0.44,4.37
9.8,24.93,-0.44,4.37
9.9,24.98,-0.43,4.37
10,25,-0.43,4.37
10.1,25.08,-0.43,4.37
10.2,25.21,-0.43,4.37
10.3,25.29,-0.43,4.37
10.4,25.28,-0.43,4.37
10.5,25.18,-0.42,4.37
10.6,25.12,-0.42,4.37
10.7,25.11,-0.42,4.37
10.8,25.15,-0.42,4.37
10.9,25.16,-0.42,4.37
11,25.06,-0.41,4.37
11.1,24.98,-0.41,4.37
11.2,24.97,-0.41,4.37
11.3,25.04,-0.41,4.37
11.4,25.1,-0.4,4.37
11.5,25.09,-0.4,4.37
11.6,25.13,-0.4,4.37
11.7,25.18,-0.4,4.37
11.8,25.22,-0.4,4.37
11.9,25.24,-0.39,4.37
12,25.22,-0.39,4.37
12.1,25.15,-0.39,4.37
12.2,25.08,-0.39,4.37
12.3,25.09,-0.38,4.37
12.4,25.16,-0.38,4.37
12.5,25.27,-0.38,4.37
12.6,25.32,-0.38,4.37
12.7,25.31,-0.37,4.37
12.8,25.39,-0.37,4.37
12.9,25.5,-0.37,4.37
13,25.49,-0.37,4.37
13.1,25.42,-0.37,4.37
13.2,25.37,-0.36,4.37
13.3,25.4,-0.36,4.37
13.4,25.57,-0.36,4.37
13.5,25.84,-0.36,4.37
13.6,25.88,-0.35,4.37
13.7,25.64,-0.35,4.37
13.8,25.44,-0.35,4.37
13.9,25.42,-0.35,4.37
14,25.48,-0.34,4.37
14.1,25.56,-0.34,4.37
14.2,25.6,-0.34,4.37
14.3,25.62,-0.34,4.37
14.4,25.68,-0.33,4.37
14.5,25.72,-0.33,4.37
14.6,25.78,-0.33,4.37
14.7,25.85,-0.33,4.37
14.8,25.89,-0.32,4.37
14.9,25.92,-0.32,4.37
15,25.92,-0.32,4.37
15.1,25.99,-0.32,4.37
15.2,26.12,-0.31,4.37
15.3,26.21,-0.31,4.37
15.4,26.24,-0.31,4.37
15.5,26.22,-0.31,4.37
15.6,26.24,-0.3,4.37
15.7,26.26,-0.3,4.37
15.8,26.25,-0.3,4.37
15.9,26.2,-0.3,4.37
16,26.17,-0.29,4.37
16.1,26.17,-0.29,4.37
16.2,26.19,-0.29,4.37
16.3,26.15,-0.29,4.37
16.4,26.05,-0.28,4.37
16.5,25.95,-0.28,4.37
16.6,25.9,-0.28,4.37
16.7,25.89,-0.28,4.37
16.8,25.92,-0.27,4.37
16.9,25.96,-0.27,4.37
17,25.99,-0.27,4.37
17.1,26.05,-0.27,4.37
17.2,26.13,-0.26,4.37
17.3,26.24,-0.26,4.37
17.4,26.33,-0.26,4.37
17.5,26.38,-0.25,4.37
17.6,26.37,-0.25,4.37
17.7,26.34,-0.25,4.37
17.8,26.4,-0.25,4.37
17.9,26.5,-0.25,4.37
18,26.56,-0.24,4.37
18.1,26.55,-0.24,4.37
18.2,26.61,-0.24,4.37
18.3,26.69,-0.24,4.37
18.4,26.69,-0.23,4.37
18.5,26.67,-0.23,4.37
18.6,26.7,-0.23,4.37
18.7,26.73,-0.23,4.37
18.8,26.72,-0.22,4.37
18.9,26.7,-0.22,4.37
19,26.69,-0.22,4.37
19.1,26.69,-0.22,4.37
19.2,26.7,-0.21,4.37
19.3,26.76,-0.21,4.37
19.4,26.85,-0.21,4.37
19.5,26.89,-0.21,4.37
19.6,26.89,-0.2,4.37
19.7,26.91,-0.2,4.37
19.8,26.95,-0.2,4.37
19.9,27.03,-0.2,4.37
20,27.09,-0.19,4.37
20.1,27.09,-0.19,4.37
20.2,27.08,-0.19,4.37
20.3,27.07,-0.19,4.37
20.4,27.06,-0.18,4.37
20.5,27.09,-0.18,4.37
20.6,27.21,-0.18,4.37
20.7,27.29,-0.18,4.37
20.8,27.26,-0.18,4.37
20.9,27.26,-0.17,4.37
21,27.3,-0.17,4.37
21.1,27.26,-0.17,4.37
21.2,27.17,-0.17,4.37
21.3,27.12,-0.16,4.37
21.4,27.12,-0.16,4.37
21.5,27.11,-0.16,4.37
21.6,27.16,-0.16,4.37
21.7,27.18,-0.15,4.37
21.8,27.13,-0.15,4.37
21.9,27.13,-0.15,4.37
22,27.19,-0.15,4.37
22.1,27.27,-0.15,4.37
22.2,27.37,-0.14,4.37
22.3,27.46,-0.14,4.37
22.4,27.47,-0.14,4.37
22.5,27.47,-0.14,4.37
22.6,27.49,-0.13,4.37
22.7,27.56,-0.13,4.37
22.8,27.66,-0.13,4.37
22.9,27.67,-0.13,4.37
23,27.66,-0.13,4.37
23.1,27.67,-0.12,4.37
23.2,27.69,-0.12,4.37
23.3,27.76,-0.12,4.37
23.4,27.81,-0.12,4.37
23.5,27.83,-0.11,4.37
23.6,27.94,-0.11,4.37
23.7,28.06,-0.11,4.37
23.8,28.12,-0.11,4.37
23.9,28.14,-0.1,4.37
24,28.13,-0.1,4.37
24.1,28.14,-0.1,4.37
24.2,28.17,-0.1,4.37
24.3,28.2,-0.1,4.37
24.4,28.18,-0.09,4.37
24.5,28.08,-0.09,4.37
24.6,28.02,-0.09,4.37
24.7,28.03,-0.09,4.37
24.8,28.07,-0.08,4.37
24.9,28.11,-0.08,4.37
25,28.16,-0.08,4.37
25.1,28.2,-0.08,4.37
25.2,28.22,-0.07,4.37
25.3,28.25,-0.07,4.37
25.4,28.31,-0.07,4.37
25.5,28.36,-0.07,4.37
25.6,28.34,-0.07,4.37
25.7,28.26,-0.06,4.37
25.8,28.2,-0.06,4.37
25.9,28.18,-0.06,4.37
26,28.22,-0.06,4.37
26.1,28.33,-0.05,4.37
26.2,28.44,-0.05,4.37
26.3,28.52,-0.05,4.37
26.4,28.59,-0.05,4.37
26.5,28.64,-0.04,4.37
26.6,28.62,-0.04,4.37
26.7,28.63,-0.04,4.37
26.8,28.63,-0.04,4.37
26.9,28.58,-0.04,4.37
27,28.58,-0.03,4.37
27.1,28.61,-0.03,4.37
27.2,28.58,-0.03,4.37
27.3,28.58,-0.03,4.37
27.4,28.62,-0.02,4.37
27.5,28.67,-0.02,4.37
27.6,28.77,-0.02,4.37
27.7,28.84,-0.02,4.37
27.8,28.84,-0.01,4.37
27.9,28.89,-0.01,4.37
28,28.93,-0.01,4.37
28.1,28.94,-0.01,4.37
28.2,29.03,-0.01,4.37
28.3,29.11,0,4.37
28.4,29.09,0,4.37
28.5,29.04,0,4.37
28.6,29.06,0,4.37
28.7,29.22,0,4.37
28.8,29.48,0.01,4.37
28.9,29.72,0.01,4.37
29,29.78,0.01,4.37
29.1,29.61,0.01,4.37
29.2,29.5,0.02,4.37
29.3,29.51,0.02,4.37
29.4,29.5,0.02,4.37
29.5,29.46,0.02,4.37
29.6,29.42,0.02,4.37
29.7,29.43,0.03,4.37
29.8,29.42,0.03,4.37
29.9,29.33,0.03,4.37
30,29.21,0.03,4.37
30.1,29.19,0.04,4.37
30.2,29.21,0.04,4.37
30.3,29.2,0.04,4.37
30.4,29.21,0.04,4.37
30.5,29.26,0.04,4.37
30.6,29.32,0.05,4.37
30.7,29.38,0.05,4.37
30.8,29.46,0.05,4.37
30.9,29.56,0.05,4.37
31,29.62,0.05,4.37
31.1,29.63,0.06,4.37
31.2,29.64,0.06,4.37
31.3,29.68,0.06,4.37
31.4,29.76,0.06,4.37
31.5,29.81,0.06,4.37
31.6,29.83,0.07,4.37
31.7,29.85,0.07,4.37
31.8,29.94,0.07,4.37
31.9,30.01,0.07,4.37
32,30.01,0.08,4.37
32.1,29.94,0.08,4.37
32.2,29.9,0.08,4.37
32.3,29.93,0.08,4.37
32.4,29.96,0.08,4.37
32.5,29.93,0.09,4.37
32.6,29.87,0.09,4.37
32.7,29.9,0.09,4.37
32.8,29.99,0.09,4.37
32.9,30.03,0.09,4.37
33,30.08,0.1,4.37
33.1,30.14,0.1,4.37
33.2,30.18,0.1,4.37
33.3,30.19,0.1,4.37
33.4,30.22,0.1,4.37
33.5,30.3,0.11,4.37
33.6,30.35,0.11,4.37
33.7,30.37,0.11,4.37
33.8,30.36,0.11,4.37
33.9,30.33,0.11,4.37
34,30.35,0.12,4.37
34.1,30.46,0.12,4.37
34.2,30.54,0.12,4.37
34.3,30.53,0.12,4.37
34.4,30.52,0.12,4.37
34.5,30.58,0.13,4.37
34.6,30.62,0.13,4.37
34.7,30.54,0.13,4.37
34.8,30.42,0.13,4.37
34.9,30.36,0.13,4.37
35,30.37,0.14,4.37
35.1,30.41,0.14,4.37
35.2,30.41,0.14,4.37
35.3,30.36,0.14,4.37
35.4,30.32,0.14,4.37
35.5,30.36,0.15,4.37
35.6,30.44,0.15,4.37
35.7,30.52,0.15,4.37
35.8,30.6,0.15,4.37
35.9,30.66,0.15,4.37
36,30.66,0.16,4.37
36.1,30.71,0.16,4.37
36.2,30.77,0.16,4.37
36.3,30.79,0.16,4.37
36.4,30.81,0.16,4.37
36.5,30.84,0.17,4.37
36.6,30.89,0.17,4.37
36.7,30.93,0.17,4.37
36.8,31.01,0.17,4.37
36.9,31.07,0.17,4.37
37,31.08,0.18,4.37
37.1,31.14,0.18,4.37
37.2,31.23,0.18,4.37
37.3,31.27,0.18,4.37
37.4,31.28,0.18,4.37
37.5,31.29,0.19,4.37
37.6,31.3,0.19,4.37
37.7,31.3,0.19,4.37
37.8,31.32,0.19,4.37
37.9,31.32,0.19,4.37
38,31.26,0.2,4.37
38.1,31.2,0.2,4.37
38.2,31.21,0.2,4.37
38.3,31.29,0.2,4.37
38.4,31.36,0.2,4.37
38.5,31.35,0.21,4.37
38.6,31.35,0.21,4.37
38.7,31.36,0.21,4.37
38.8,31.39,0.21,4.37
38.9,31.45,0.21,4.37
39,31.48,0.22,4.37
39.1,31.47,0.22,4.37
39.2,31.42,0.22,4.37
39.3,31.35,0.22,4.37
39.4,31.36,0.22,4.37
39.5,31.45,0.23,4.37
39.6,31.53,0.23,4.37
39.7,31.55,0.23,4.37
39.8,31.61,0.23,4.37
39.9,31.65,0.23,4.37
40,31.71,0.24,4.37
40.1,31.75,0.24,4.37
40.2,31.73,0.24,4.37
40.3,31.74,0.24,4.37
40.4,31.76,0.24,4.37
40.5,31.78,0.24,4.37
40.6,31.75,0.25,4.37
40.7,31.7,0.25,4.37
40.8,31.66,0.25,4.37
40.9,31.7,0.25,4.37
41,31.8,0.25,4.37
41.1,31.88,0.26,4.37
41.2,31.89,0.26,4.37
41.3,31.88,0.26,4.37
41.4,31.87,0.26,4.37
41.5,31.93,0.26,4.37
41.6,32.03,0.27,4.37
41.7,32.07,0.27,4.37
41.8,32.1,0.27,4.37
41.9,32.18,0.27,4.37
42,32.23,0.27,4.37
42.1,32.24,0.28,4.37
42.2,32.29,0.28,4.37
42.3,32.35,0.28,4.37
42.4,32.43,0.28,4.37
42.5,32.49,0.28,4.37
42.6,32.51,0.28,4.37
42.7,32.52,0.29,4.37
42.8,32.51,0.29,4.37
42.9,32.51,0.29,4.37
43,32.52,0.29,4.37
43.1,32.48,0.29,4.37
43.2,32.48,0.3,4.37
43.3,32.46,0.3,4.37
43.4,32.31,0.3,4.37
43.5,32.21,0.3,4.37
43.6,32.22,0.3,4.37
43.7,32.21,0.31,4.37
43.8,32.16,0.31,4.37
43.9,32.12,0.31,4.37
44,32.12,0.31,4.37
44.1,32.27,0.31,4.37
44.2,32.57,0.31,4.37
44.3,32.79,0.32,4.37
44.4,32.78,0.32,4.37
44.5,32.64,0.32,4.37
44.6,32.59,0.32,4.37
44.7,32.6,0.32,4.37
44.8,32.62,0.32,4.37
44.9,32.72,0.33,4.37
45,32.83,0.33,4.37
45.1,32.87,0.33,4.37
45.2,32.89,0.33,4.37
45.3,32.94,0.33,4.37
45.4,32.97,0.33,4.37
45.5,32.94,0.34,4.37
45.6,32.93,0.34,4.37
45.7,32.94,0.34,4.37
45.8,32.94,0.34,4.37
45.9,32.95,0.34,4.37
46,32.93,0.34,4.37
46.1,32.86,0.35,4.37
46.2,32.83,0.35,4.37
46.3,32.89,0.35,4.37
46.4,32.96,0.35,4.37
46.5,33.04,0.35,4.37
46.6,33.12,0.36,4.37
46.7,33.15,0.36,4.37
46.8,33.14,0.36,4.37
46.9,33.18,0.36,4.37
47,33.26,0.36,4.37
47.1,33.33,0.36,4.37
47.2,33.33,0.37,4.37
47.3,33.29,0.37,4.37
47.4,33.29,0.37,4.37
47.5,33.34,0.37,4.37
47.6,33.43,0.37,4.37
47.7,33.48,0.37,4.37
47.8,33.45,0.38,4.37
47.9,33.44,0.38,4.37
48,33.48,0.38,4.37
48.1,33.51,0.38,4.37
48.2,33.51,0.38,4.37
48.3,33.44,0.38,4.37
48.4,33.35,0.39,4.37
48.5,33.31,0.39,4.37
48.6,33.3,0.39,4.37
48.7,33.32,0.39,4.37
48.8,33.27,0.39,4.37
48.9,33.21,0.39,4.37
49,33.25,0.4,4.37
49.1,33.3,0.4,4.37
49.2,33.4,0.4,4.37
49.3,33.52,0.4,4.37
49.4,33.55,0.4,4.37
49.5,33.56,0.4,4.37
49.6,33.59,0.41,4.37
49.7,33.63,0.41,4.37
49.8,33.7,0.41,4.37
49.9,33.76,0.41,4.37
50,33.82,0.41,4.37
50.1,33.85,0.41,4.37
50.2,33.84,0.42,4.37
50.3,33.86,0.42,4.37
50.4,33.91,0.42,4.37
50.5,33.95,0.42,4.37
50.6,33.95,0.42,4.37
50.7,33.99,0.42,4.37
50.8,34.08,0.43,4.37
50.9,34.15,0.43,4.37
51,34.17,0.43,4.37
51.1,34.13,0.43,4.37
51.2,34.1,0.43,4.37
51.3,34.12,0.43,4.37
51.4,34.16,0.44,4.37
51.5,34.14,0.44,4.37
51.6,34.05,0.44,4.37
51.7,34.04,0.44,4.37
51.8,34.1,0.44,4.37
51.9,34.16,0.44,4.37
52,34.23,0.45,4.37
52.1,34.24,0.45,4.37
52.2,34.23,0.45,4.37
52.3,34.25,0.45,4.37
52.4,34.27,0.45,4.37
52.5,34.29,0.45,4.37
52.6,34.31,0.46,4.37
52.7,34.29,0.46,4.37
52.8,34.25,0.46,4.37
52.9,34.19,0.46,4.37
53,34.21,0.46,4.37
53.1,34.29,0.46,4.37
53.2,34.34,0.46,4.37
53.3,34.4,0.47,4.37
53.4,34.46,0.47,4.37
53.5,34.52,0.47,4.37
53.6,34.55,0.47,4.37
53.7,34.55,0.47,4.37
53.8,34.55,0.47,4.37
53.9,34.56,0.47,4.37
54,34.55,0.48,4.37
54.1,34.55,0.48,4.37
54.2,34.51,0.48,4.37
54.3,34.42,0.48,4.37
54.4,34.38,0.48,4.37
54.5,34.42,0.48,4.37
54.6,34.53,0.49,4.37
54.7,34.63,0.49,4.37
54.8,34.69,0.49,4.37
54.9,34.71,0.49,4.37
55,34.7,0.49,4.37
55.1,34.74,0.49,4.37
55.2,34.82,0.49,4.37
55.3,34.88,0.49,4.37
55.4,34.91,0.5,4.37
55.5,34.97,0.5,4.37
55.6,35,0.5,4.37
55.7,35.05,0.5,4.37
55.8,35.12,0.5,4.37
55.9,35.17,0.5,4.37
56,35.22,0.5,4.37
56.1,35.27,0.5,4.37
56.2,35.3,0.51,4.37
56.3,35.32,0.51,4.37
56.4,35.29,0.51,4.37
56.5,35.26,0.51,4.37
56.6,35.24,0.51,4.37
56.7,35.23,0.52,4.37
56.8,35.2,0.52,4.37
56.9,35.14,0.52,4.37
57,35.04,0.52,4.37
57.1,35.02,0.52,4.37
57.2,35.06,0.52,4.37
57.3,35.08,0.52,4.37
57.4,35.07,0.53,4.37
57.5,35.01,0.53,4.37
57.6,34.99,0.53,4.37
57.7,35.04,0.53,4.37
57.8,35.15,0.53,4.37
57.9,35.21,0.53,4.37
58,35.26,0.53,4.37
58.1,35.32,0.53,4.37
58.2,35.37,0.54,4.37
58.3,35.43,0.54,4.37
58.4,35.52,0.54,4.37
58.5,35.61,0.54,4.37
58.6,35.61,0.54,4.37
58.7,35.62,0.54,4.37
58.8,35.66,0.54,4.37
58.9,35.69,0.55,4.37
59,35.68,0.55,4.37
59.1,35.61,0.55,4.37
59.2,35.54,0.55,4.37
59.3,35.55,0.55,4.37
59.4,35.68,0.55,4.37
59.5,35.91,0.55,4.37
59.6,35.99,0.56,4.37
59.7,35.8,0.56,4.37
59.8,35.65,0.56,4.37
59.9,35.68,0.56,4.37
60,35.79,0.56,4.37
60.1,35.87,0.56,4.37
60.2,35.87,0.56,4.37
60.3,35.87,0.56,4.37
60.4,35.93,0.56,4.37
60.5,36,0.57,4.37
60.6,36.06,0.57,4.37
60.7,36.1,0.57,4.37
60.8,36.08,0.57,4.37
60.9,36.06,0.57,4.37
61,36.09,0.57,4.37
61.1,36.15,0.57,4.37
61.2,36.19,0.58,4.37
61.3,36.2,0.58,4.37
61.4,36.19,0.58,4.37
61.5,36.24,0.58,4.37
61.6,36.26,0.58,4.37
61.7,36.25,0.58,4.37
61.8,36.23,0.58,4.37
61.9,36.15,0.58,4.37
62,36.07,0.59,4.37
62.1,36.03,0.59,4.37
62.2,36.03,0.59,4.37
62.3,36,0.59,4.37
62.4,35.94,0.59,4.37
62.5,35.94,0.59,4.37
62.6,36.04,0.59,4.37
62.7,36.15,0.59,4.37
62.8,36.24,0.6,4.37
62.9,36.3,0.6,4.37
63,36.31,0.6,4.37
63.1,36.29,0.6,4.37
63.2,36.3,0.6,4.37
63.3,36.35,0.6,4.37
63.4,36.41,0.6,4.37
63.5,36.47,0.6,4.37
63.6,36.49,0.6,4.37
63.7,36.5,0.6,4.37
63.8,36.54,0.61,4.37
63.9,36.61,0.61,4.37
64,36.64,0.61,4.37
64.1,36.65,0.61,4.37
64.2,36.68,0.61,4.37
64.3,36.72,0.61,4.37
64.4,36.78,0.61,4.37
64.5,36.83,0.61,4.37
64.6,36.85,0.61,4.37
64.7,36.84,0.62,4.37
64.8,36.87,0.62,4.37
64.9,36.88,0.62,4.37
65,36.82,0.62,4.37
65.1,36.78,0.62,4.37
65.2,36.75,0.62,4.37
65.3,36.78,0.62,4.37
65.4,36.84,0.62,4.37
65.5,36.9,0.62,4.37
65.6,36.94,0.63,4.37
65.7,36.92,0.63,4.37
65.8,36.91,0.63,4.37
65.9,36.92,0.63,4.37
66,36.92,0.63,4.37
66.1,36.95,0.63,4.37
66.2,37,0.63,4.37
66.3,36.99,0.63,4.37
66.4,36.92,0.63,4.37
66.5,36.91,0.63,4.37
66.6,36.95,0.64,4.37
66.7,36.98,0.64,4.37
66.8,37,0.64,4.37
66.9,37.06,0.64,4.37
67,37.12,0.64,4.37
67.1,37.17,0.64,4.37
67.2,37.21,0.64,4.37
67.3,37.24,0.64,4.37
67.4,37.25,0.64,4.37
67.5,37.26,0.65,4.37
67.6,37.27,0.65,4.37
67.7,37.25,0.65,4.37
67.8,37.14,0.65,4.37
67.9,37.06,0.65,4.37
68,37.13,0.65,4.37
68.1,37.24,0.65,4.37
68.2,37.32,0.65,4.37
68.3,37.35,0.65,4.37
68.4,37.36,0.65,4.37
68.5,37.39,0.65,4.37
68.6,37.41,0.66,4.37
68.7,37.45,0.66,4.37
68.8,37.51,0.66,4.37
68.9,37.56,0.66,4.37
69,37.6,0.66,4.37
69.1,37.64,0.66,4.37
69.2,37.69,0.66,4.37
69.3,37.75,0.66,4.37
69.4,37.81,0.66,4.37
69.5,37.85,0.66,4.37
69.6,37.89,0.66,4.37
69.7,37.93,0.67,4.37
69.8,37.96,0.67,4.37
69.9,37.98,0.67,4.37
70,37.95,0.67,4.37
70.1,37.89,0.67,4.37
70.2,37.88,0.67,4.37
70.3,37.87,0.67,4.37
70.4,37.81,0.67,4.37
70.5,37.74,0.67,4.37
70.6,37.72,0.67,4.37
70.7,37.72,0.67,4.37
70.8,37.72,0.68,4.37
70.9,37.74,0.68,4.37
71,37.75,0.68,4.37
71.1,37.72,0.68,4.37
71.2,37.73,0.68,4.37
71.3,37.79,0.68,4.37
71.4,37.87,0.68,4.37
71.5,37.93,0.68,4.37
71.6,37.98,0.68,4.37
71.7,38.01,0.68,4.37
71.8,38.03,0.68,4.37
71.9,38.06,0.68,4.37
72,38.14,0.69,4.37
72.1,38.2,0.69,4.37
72.2,38.22,0.69,4.37
72.3,38.26,0.69,4.37
72.4,38.32,0.69,4.37
72.5,38.33,0.69,4.37
72.6,38.31,0.69,4.37
72.7,38.32,0.69,4.37
72.8,38.3,0.69,4.37
72.9,38.3,0.69,4.37
73,38.31,0.69,4.37
73.1,38.28,0.69,4.37
73.2,38.18,0.69,4.37
73.3,38.15,0.7,4.37
73.4,38.21,0.7,4.37
73.5,38.32,0.7,4.37
73.6,38.48,0.7,4.37
73.7,38.59,0.7,4.37
73.8,38.6,0.7,4.37
73.9,38.58,0.7,4.37
74,38.58,0.7,4.37
74.1,38.63,0.7,4.37
74.2,38.69,0.7,4.37
74.3,38.68,0.7,4.37
74.4,38.63,0.7,4.37
74.5,38.6,0.7,4.37
74.6,38.64,0.7,4.37
74.7,38.81,0.7,4.37
74.8,39.12,0.71,4.37
74.9,39.29,0.71,4.37
75,39.18,0.71,4.37
75.1,39.01,0.71,4.37
75.2,38.95,0.71,4.37
75.3,38.92,0.71,4.37
75.4,38.85,0.71,4.37
75.5,38.76,0.71,4.37
75.6,38.66,0.71,4.37
75.7,38.64,0.71,4.37
75.8,38.65,0.71,4.37
75.9,38.59,0.71,4.37
76,38.56,0.71,4.37
76.1,38.65,0.71,4.37
76.2,38.76,0.72,4.37
76.3,38.83,0.72,4.37
76.4,38.87,0.72,4.37
76.5,38.85,0.72,4.37
76.6,38.87,0.72,4.37
76.7,38.95,0.72,4.37
76.8,39.01,0.72,4.37
76.9,39.05,0.72,4.37
77,39.06,0.72,4.37
77.1,39.06,0.72,4.37
77.2,39.07,0.72,4.37
77.3,39.12,0.72,4.37
77.4,39.22,0.72,4.37
77.5,39.3,0.73,4.37
77.6,39.3,0.73,4.37
77.7,39.31,0.73,4.37
77.8,39.36,0.73,4.37
77.9,39.43,0.73,4.37
78,39.47,0.73,4.37
78.1,39.47,0.73,4.37
78.2,39.47,0.73,4.37
78.3,39.49,0.73,4.37
78.4,39.51,0.73,4.37
78.5,39.45,0.73,4.37
78.6,39.36,0.73,4.37
78.7,39.35,0.73,4.37
78.8,39.4,0.73,4.37
78.9,39.47,0.73,4.37
79,39.48,0.74,4.37
79.1,39.48,0.74,4.37
79.2,39.52,0.74,4.37
79.3,39.53,0.74,4.37
79.4,39.55,0.74,4.37
79.5,39.58,0.74,4.37
79.6,39.6,0.74,4.37
79.7,39.6,0.74,4.37
79.8,39.6,0.74,4.37
79.9,39.57,0.74,4.37
80,39.52,0.74,4.37
80.1,39.53,0.74,4.37
80.2,39.56,0.74,4.37
80.3,39.59,0.74,4.37
80.4,39.63,0.74,4.37
80.5,39.7,0.75,4.37
80.6,39.77,0.75,4.37
80.7,39.84,0.75,4.37
80.8,39.87,0.75,4.37
80.9,39.87,0.75,4.37
81,39.88,0.75,4.37
81.1,39.88,0.75,4.37
81.2,39.82,0.75,4.37
81.3,39.69,0.75,4.37
81.4,39.62,0.75,4.37
81.5,39.66,0.75,4.37
81.6,39.75,0.75,4.37
81.7,39.84,0.76,4.37
81.8,39.92,0.76,4.37
81.9,39.96,0.76,4.37
82,39.94,0.76,4.37
82.1,39.97,0.76,4.37
82.2,40.04,0.76,4.37
82.3,40.08,0.76,4.37
82.4,40.11,0.76,4.37
82.5,40.18,0.76,4.37
82.6,40.28,0.76,4.37
82.7,40.35,0.76,4.37
82.8,40.39,0.76,4.37
82.9,40.42,0.76,4.37
83,40.43,0.76,4.37
83.1,40.48,0.77,4.37
83.2,40.54,0.77,4.37
83.3,40.53,0.77,4.37
83.4,40.52,0.77,4.37
83.5,40.51,0.77,4.37
83.6,40.47,0.77,4.37
83.7,40.47,0.77,4.37
83.8,40.49,0.77,4.37
83.9,40.42,0.77,4.37
84,40.33,0.77,4.37
84.1,40.3,0.77,4.37
84.2,40.32,0.77,4.37
84.3,40.38,0.77,4.37
84.4,40.4,0.77,4.37
84.5,40.36,0.77,4.37
84.6,40.29,0.78,4.37
84.7,40.28,0.78,4.37
84.8,40.32,0.78,4.37
84.9,40.35,0.78,4.37
85,40.42,0.78,4.37
85.1,40.48,0.78,4.37
85.2,40.53,0.78,4.37
85.3,40.57,0.78,4.37
85.4,40.65,0.78,4.37
85.5,40.75,0.78,4.37
85.6,40.81,0.78,4.37
85.7,40.81,0.78,4.37
85.8,40.8,0.78,4.37
85.9,40.85,0.78,4.37
86,40.9,0.79,4.37
86.1,40.89,0.79,4.37
86.2,40.89,0.79,4.37
86.3,40.92,0.79,4.37
86.4,40.95,0.79,4.37
86.5,40.96,0.79,4.37
86.6,40.91,0.79,4.37
86.7,40.78,0.79,4.37
